USD_Rate,Diesel_Price_Rs,Petrol_Price_Rs,Lorry_Quota_L,Bike_Quota_L,Rice_Price_Rs,Bread_Price_Rs,Power_Cut_Hours,Economic_Status,Power_Cut_Warning
335.02,391.55,408.35,167.0,5.0,232.22,137.58,0,Moderate_Stress,0
327.64,380.65,399.16,169.0,7.0,232.07,135.85,0,Normal,0
345.55,432.09,453.68,92.0,5.0,256.15,139.34,4,Severe_Crisis,1
301.74,364.91,388.15,195.0,8.0,225.41,129.86,0,Normal,0
326.33,388.59,402.8,159.0,4.0,247.78,133.7,0,Normal,0
316.0,393.8,403.17,155.0,8.0,223.43,131.79,0,Normal,0
346.1,411.96,425.89,163.0,7.0,250.1,140.64,1,Severe_Crisis,1
301.13,384.55,401.86,156.0,6.0,225.68,128.65,0,Normal,0
300.65,372.53,383.71,200.0,8.0,221.23,133.34,0,Normal,0
304.26,365.02,376.23,200.0,8.0,219.16,122.64,0,Normal,0
300.0,386.57,404.29,161.0,6.0,224.41,126.92,0,Normal,0
305.36,365.11,380.87,200.0,8.0,230.93,126.75,0,Normal,0
301.86,374.56,390.73,200.0,7.0,229.33,128.87,0,Normal,0
315.51,385.82,398.03,157.0,6.0,231.91,134.52,0,Normal,0
318.38,399.15,414.0,156.0,6.0,243.78,132.41,0,Normal,0
341.39,428.22,439.6,100.0,3.0,244.24,134.58,4,Moderate_Stress,1
327.51,396.95,417.4,164.0,7.0,231.43,136.16,0,Normal,0
304.6,362.75,383.93,200.0,8.0,210.64,129.04,0,Normal,0
300.0,369.6,376.37,192.0,8.0,219.51,120.95,0,Normal,0
320.63,381.95,393.3,156.0,7.0,232.27,131.09,0,Normal,0
300.0,385.13,393.65,160.0,7.0,228.96,123.56,0,Normal,0
340.72,413.2,425.95,160.0,6.0,247.16,135.25,4,Moderate_Stress,1
330.94,396.93,412.51,170.0,7.0,231.71,131.44,0,Moderate_Stress,0
306.21,373.99,382.74,193.0,7.0,229.81,130.57,0,Normal,0
300.0,351.53,362.92,200.0,7.0,217.88,125.32,0,Normal,0
333.56,393.88,404.86,167.0,5.0,241.88,130.38,0,Moderate_Stress,0
311.53,390.27,407.3,171.0,7.0,223.09,133.21,0,Normal,0
331.82,395.02,411.37,158.0,7.0,239.83,129.79,0,Moderate_Stress,0
300.0,354.53,366.92,200.0,8.0,211.8,126.26,0,Normal,0
304.26,375.26,392.15,200.0,8.0,223.86,125.54,0,Normal,0
313.33,392.18,405.45,161.0,6.0,236.25,129.93,0,Normal,0
313.95,388.24,402.88,160.0,7.0,232.78,132.24,0,Normal,0
306.5,382.43,406.8,162.0,6.0,224.54,130.6,0,Normal,0
322.59,383.41,406.12,147.0,7.0,232.39,135.55,0,Normal,0
300.0,350.78,360.28,200.0,8.0,208.77,124.64,0,Normal,0
311.11,392.79,412.94,161.0,6.0,239.1,131.68,0,Normal,0
315.05,379.09,399.14,199.0,8.0,228.31,128.67,0,Normal,0
320.97,386.6,396.86,170.0,7.0,238.75,132.16,0,Normal,0
323.92,405.79,425.89,157.0,6.0,237.83,135.3,0,Moderate_Stress,0
300.0,370.56,394.25,198.0,8.0,220.73,126.57,0,Normal,0
300.0,369.56,379.95,200.0,7.0,219.17,121.36,0,Normal,0
332.42,423.93,435.34,96.0,2.0,252.89,138.06,2,Severe_Crisis,1
318.23,379.53,400.62,197.0,8.0,226.59,131.59,0,Normal,0
302.02,376.6,393.96,199.0,8.0,229.09,125.74,0,Normal,0
336.52,407.57,426.32,164.0,7.0,241.69,132.19,3,Moderate_Stress,1
314.99,384.92,402.62,161.0,4.0,221.49,134.98,0,Normal,0
330.94,415.87,433.82,154.0,6.0,242.54,137.51,2,Moderate_Stress,1
314.26,386.48,395.85,157.0,4.0,225.88,129.91,0,Normal,0
344.16,421.17,442.4,97.0,5.0,250.06,135.14,2,Severe_Crisis,1
339.58,421.24,443.09,100.0,3.0,243.05,135.41,4,Moderate_Stress,1
309.52,372.29,387.15,200.0,8.0,230.49,132.38,0,Normal,0
327.82,388.61,404.39,162.0,7.0,234.77,133.26,0,Normal,0
322.93,380.92,389.27,151.0,5.0,230.67,129.69,0,Normal,0
333.78,384.18,402.75,165.0,5.0,238.15,134.83,0,Moderate_Stress,0
300.0,385.56,404.42,161.0,7.0,233.42,125.93,0,Normal,0
323.54,381.04,396.73,167.0,6.0,231.62,135.95,0,Normal,0
329.13,396.28,417.9,162.0,7.0,234.32,137.87,0,Normal,0
300.0,362.23,376.56,200.0,8.0,211.56,124.64,0,Normal,0
300.0,368.07,386.9,200.0,6.0,219.05,124.73,0,Normal,0
300.0,373.16,384.06,200.0,6.0,221.17,119.27,0,Normal,0
309.21,384.19,400.08,163.0,7.0,230.5,125.17,0,Normal,0
324.01,386.78,401.91,160.0,6.0,232.1,128.07,0,Normal,0
335.79,404.48,421.61,171.0,6.0,245.82,136.03,1,Moderate_Stress,1
314.36,384.34,398.49,164.0,7.0,227.98,129.42,0,Normal,0
337.68,405.84,421.19,163.0,8.0,242.95,132.01,3,Moderate_Stress,1
300.0,381.07,401.2,154.0,6.0,232.95,127.08,0,Normal,0
300.0,369.91,383.73,194.0,8.0,224.83,128.32,0,Normal,0
312.42,386.63,394.6,161.0,7.0,231.15,131.92,0,Normal,0
319.01,393.49,418.24,161.0,5.0,232.16,126.31,0,Normal,0
312.76,391.41,414.32,157.0,7.0,230.03,130.48,0,Normal,0
300.0,366.81,376.35,200.0,8.0,217.78,122.34,0,Normal,0
311.91,365.73,385.18,200.0,8.0,221.33,130.88,0,Normal,0
300.0,369.0,382.48,200.0,6.0,226.58,129.06,0,Normal,0
323.3,385.28,402.59,154.0,6.0,232.05,129.14,0,Normal,0
318.75,381.28,398.75,159.0,6.0,224.1,128.45,0,Normal,0
300.0,370.86,385.69,196.0,8.0,232.29,125.52,0,Normal,0
305.54,383.76,395.84,158.0,7.0,230.67,122.26,0,Normal,0
300.0,365.21,377.76,198.0,8.0,214.44,127.34,0,Normal,0
312.31,382.24,393.66,158.0,6.0,227.69,129.06,0,Normal,0
327.58,413.74,425.58,154.0,6.0,244.53,138.23,3,Moderate_Stress,1
300.0,367.41,383.07,199.0,8.0,230.77,123.26,0,Normal,0
320.81,414.95,427.37,157.0,7.0,237.5,132.57,1,Moderate_Stress,1
305.3,376.75,396.16,185.0,8.0,231.45,123.76,0,Normal,0
301.36,348.95,372.39,200.0,8.0,223.05,121.9,0,Normal,0
311.64,385.92,399.02,165.0,5.0,227.91,126.61,0,Normal,0
300.0,368.81,386.01,198.0,7.0,221.35,129.68,0,Normal,0
304.95,383.58,402.08,160.0,5.0,223.71,126.82,0,Normal,0
300.0,371.73,390.09,194.0,8.0,222.74,127.36,0,Normal,0
342.72,412.74,429.12,168.0,8.0,246.47,136.35,1,Moderate_Stress,1
313.78,368.6,388.32,200.0,8.0,228.72,124.93,0,Normal,0
302.75,366.08,384.49,200.0,8.0,227.78,126.33,0,Normal,0
316.46,375.42,385.24,200.0,8.0,224.6,131.62,0,Normal,0
311.57,372.49,392.84,200.0,7.0,216.5,125.17,0,Normal,0
309.94,382.31,402.75,153.0,5.0,229.34,131.96,0,Normal,0
322.46,407.53,419.71,158.0,7.0,242.25,131.39,0,Moderate_Stress,0
324.61,397.25,413.44,161.0,7.0,238.86,131.78,0,Normal,0
305.29,359.13,378.54,198.0,8.0,218.77,128.11,0,Normal,0
304.61,374.75,389.7,199.0,8.0,226.36,125.99,0,Normal,0
309.12,387.46,408.82,160.0,7.0,238.66,130.04,0,Normal,0
300.0,358.9,386.72,200.0,8.0,221.17,124.76,0,Normal,0
300.0,363.66,375.73,200.0,8.0,219.06,126.57,0,Normal,0
333.75,403.96,413.06,155.0,7.0,239.29,128.13,4,Moderate_Stress,1
337.92,400.76,418.28,156.0,7.0,240.65,130.09,1,Moderate_Stress,1
309.51,382.42,402.03,154.0,7.0,237.59,131.33,0,Normal,0
321.9,388.97,403.82,165.0,6.0,233.25,135.11,0,Normal,0
317.92,389.8,413.07,149.0,7.0,233.57,128.75,0,Normal,0
359.43,424.47,433.78,106.0,3.0,251.69,140.44,4,Severe_Crisis,1
330.04,395.18,414.64,167.0,7.0,243.47,134.72,0,Moderate_Stress,0
311.33,385.25,398.23,158.0,5.0,240.55,132.12,0,Normal,0
300.0,361.27,385.87,187.0,8.0,222.35,119.86,0,Normal,0
300.0,382.27,408.23,158.0,6.0,227.86,125.38,0,Normal,0
316.3,379.75,391.92,200.0,8.0,230.01,129.24,0,Normal,0
301.9,369.44,382.69,195.0,8.0,211.41,129.15,0,Normal,0
300.0,374.33,394.62,197.0,6.0,228.39,134.74,0,Normal,0
303.55,354.9,368.96,200.0,8.0,219.25,125.15,0,Normal,0
300.0,347.39,363.16,200.0,7.0,217.38,120.33,0,Normal,0
338.56,394.08,410.21,155.0,7.0,235.73,136.21,1,Moderate_Stress,1
326.47,408.07,414.47,152.0,6.0,239.85,138.55,3,Moderate_Stress,1
313.13,374.58,390.51,198.0,8.0,225.32,129.56,0,Normal,0
335.45,431.35,443.9,99.0,3.0,256.82,135.54,4,Severe_Crisis,1
314.41,375.93,389.46,200.0,7.0,226.21,132.44,0,Normal,0
300.33,367.23,390.44,197.0,8.0,232.66,128.58,0,Normal,0
336.1,421.93,431.65,103.0,5.0,250.7,134.34,2,Severe_Crisis,1
321.33,409.59,429.66,170.0,8.0,234.9,135.12,2,Moderate_Stress,1
300.0,385.62,400.22,164.0,6.0,227.97,131.37,0,Normal,0
310.39,389.04,403.64,160.0,7.0,228.63,133.82,0,Normal,0
300.12,375.37,395.33,199.0,6.0,214.08,127.17,0,Normal,0
300.0,370.93,388.63,198.0,7.0,231.47,125.83,0,Normal,0
327.14,404.0,422.85,166.0,5.0,243.99,137.97,4,Moderate_Stress,1
341.89,407.66,428.5,157.0,5.0,247.38,133.23,2,Moderate_Stress,1
300.0,356.82,371.16,200.0,6.0,219.36,126.81,0,Normal,0
321.69,389.91,402.85,160.0,7.0,227.55,127.95,0,Normal,0
303.49,367.31,377.89,197.0,8.0,220.49,130.26,0,Normal,0
305.94,367.3,379.18,193.0,8.0,227.6,126.66,0,Normal,0
304.36,376.98,407.73,200.0,8.0,221.21,131.97,0,Normal,0
300.29,374.89,397.11,200.0,8.0,212.26,128.82,0,Normal,0
313.98,381.96,391.2,163.0,7.0,229.0,126.44,0,Normal,0
300.79,380.68,390.07,157.0,6.0,226.34,132.27,0,Normal,0
317.31,373.49,391.9,200.0,7.0,228.51,134.41,0,Normal,0
312.5,377.43,396.17,196.0,8.0,231.89,132.08,0,Normal,0
309.67,368.95,387.69,200.0,7.0,227.9,125.87,0,Normal,0
300.0,346.33,361.06,191.0,7.0,216.16,123.53,0,Normal,0
304.6,369.46,384.83,200.0,8.0,229.86,127.88,0,Normal,0
324.58,392.05,409.69,162.0,5.0,228.19,130.59,0,Normal,0
320.76,404.01,420.44,156.0,6.0,241.73,138.41,0,Moderate_Stress,0
300.0,371.31,376.21,200.0,8.0,226.74,127.38,0,Normal,0
314.74,371.71,386.56,200.0,8.0,220.5,121.08,0,Normal,0
324.52,411.74,423.48,149.0,6.0,235.15,135.68,4,Moderate_Stress,1
300.0,377.21,394.09,200.0,8.0,221.94,126.49,0,Normal,0
321.4,395.43,426.36,148.0,7.0,233.02,132.34,0,Normal,0
303.31,366.54,384.38,195.0,8.0,226.37,125.86,0,Normal,0
321.81,380.49,394.92,168.0,8.0,228.11,133.55,0,Normal,0
301.8,363.35,383.96,197.0,8.0,216.9,129.78,0,Normal,0
300.0,375.89,394.3,194.0,8.0,222.15,128.25,0,Normal,0
300.0,383.85,401.95,159.0,5.0,233.59,127.18,0,Normal,0
313.97,396.5,415.53,170.0,7.0,235.28,131.43,0,Normal,0
317.15,379.83,406.11,191.0,8.0,229.12,130.43,0,Normal,0
300.0,353.8,364.15,195.0,7.0,216.93,122.79,0,Normal,0
322.83,392.66,411.03,167.0,7.0,242.11,134.24,0,Normal,0
300.0,347.32,358.68,200.0,8.0,211.46,125.92,0,Normal,0
312.26,382.33,401.11,159.0,7.0,236.49,134.51,0,Normal,0
300.0,363.52,374.93,194.0,7.0,221.94,129.93,0,Normal,0
303.47,364.33,378.25,200.0,8.0,221.06,124.71,0,Normal,0
313.96,365.11,379.63,200.0,7.0,236.73,130.88,0,Normal,0
300.34,370.53,391.41,200.0,8.0,218.13,124.06,0,Normal,0
307.48,368.28,388.87,196.0,8.0,222.27,129.85,0,Normal,0
328.34,385.9,395.67,160.0,6.0,228.22,131.1,0,Normal,0
304.6,341.56,357.84,199.0,8.0,218.88,121.59,0,Normal,0
325.79,394.38,406.83,162.0,5.0,245.29,133.96,0,Normal,0
300.0,382.72,392.43,167.0,8.0,235.95,120.06,0,Normal,0
321.2,405.99,420.9,164.0,5.0,246.11,128.34,0,Moderate_Stress,0
334.87,400.53,414.99,155.0,6.0,239.82,134.56,2,Moderate_Stress,1
300.0,358.98,387.11,200.0,8.0,217.47,125.96,0,Normal,0
301.3,371.18,389.34,200.0,8.0,215.47,126.02,0,Normal,0
321.91,380.21,389.32,163.0,6.0,241.28,126.38,0,Normal,0
310.2,379.75,392.93,200.0,8.0,230.95,126.86,0,Normal,0
318.82,394.3,415.41,154.0,7.0,232.96,133.24,0,Normal,0
304.19,382.09,408.53,160.0,6.0,234.86,130.4,0,Normal,0
314.55,380.73,388.8,157.0,8.0,224.95,130.02,0,Normal,0
310.91,375.52,382.12,192.0,8.0,229.3,132.47,0,Normal,0
330.77,391.6,416.96,162.0,7.0,236.0,134.78,0,Moderate_Stress,0
317.07,376.36,394.31,200.0,7.0,231.98,127.77,0,Normal,0
318.31,383.8,395.45,151.0,6.0,231.32,130.1,0,Normal,0
307.07,376.81,395.48,200.0,8.0,219.69,124.35,0,Normal,0
305.94,380.96,383.78,163.0,5.0,228.55,128.47,0,Normal,0
306.76,364.74,380.76,200.0,8.0,227.91,130.64,0,Normal,0
319.17,401.97,419.61,159.0,6.0,238.03,134.94,0,Moderate_Stress,0
306.94,370.26,390.89,194.0,8.0,228.51,132.09,0,Normal,0
317.6,385.02,395.95,161.0,5.0,226.7,130.05,0,Normal,0
344.38,408.57,424.99,156.0,8.0,245.39,141.36,4,Moderate_Stress,1
326.32,371.02,382.39,189.0,7.0,225.65,130.28,0,Normal,0
308.36,383.45,400.73,166.0,7.0,233.27,133.83,0,Normal,0
331.27,408.33,419.85,165.0,7.0,242.98,135.27,2,Moderate_Stress,1
307.13,370.38,384.34,200.0,7.0,228.16,130.04,0,Normal,0
300.0,365.67,376.69,200.0,8.0,227.07,130.8,0,Normal,0
300.0,370.16,389.42,200.0,7.0,226.66,126.25,0,Normal,0
300.0,349.37,369.67,200.0,8.0,217.3,125.41,0,Normal,0
307.98,368.88,383.71,200.0,8.0,219.36,131.76,0,Normal,0
313.53,388.5,404.69,159.0,6.0,232.32,130.29,0,Normal,0
338.4,396.61,405.37,167.0,6.0,237.48,131.27,3,Moderate_Stress,1
318.15,388.81,403.31,162.0,7.0,231.64,137.85,0,Normal,0
309.96,362.89,378.64,200.0,7.0,220.78,126.19,0,Normal,0
325.69,399.21,428.31,154.0,6.0,233.61,134.06,0,Normal,0
300.0,364.64,375.08,200.0,8.0,211.49,129.74,0,Normal,0
316.78,368.15,391.47,196.0,7.0,222.52,127.32,0,Normal,0
324.81,405.18,426.17,157.0,8.0,241.39,131.03,0,Moderate_Stress,0
300.0,357.65,375.06,196.0,7.0,212.09,126.34,0,Normal,0
330.41,391.86,416.66,155.0,7.0,236.96,128.18,0,Moderate_Stress,0
318.33,388.08,405.94,171.0,7.0,242.65,130.51,0,Normal,0
307.02,384.56,402.51,167.0,5.0,234.77,130.06,0,Normal,0
322.74,380.99,396.73,170.0,6.0,239.76,130.51,0,Normal,0
347.31,420.02,442.14,94.0,5.0,252.08,134.28,4,Severe_Crisis,1
315.98,387.66,409.15,160.0,6.0,238.37,135.76,0,Normal,0
316.97,391.45,404.32,154.0,8.0,230.43,131.81,0,Normal,0
306.36,374.08,383.48,197.0,8.0,222.63,132.47,0,Normal,0
300.5,361.91,376.89,195.0,8.0,206.72,125.3,0,Normal,0
325.71,386.28,398.28,166.0,6.0,239.92,129.66,0,Normal,0
300.41,366.33,382.01,198.0,7.0,229.65,127.31,0,Normal,0
314.32,370.75,392.94,200.0,7.0,223.51,128.39,0,Normal,0
306.09,342.78,356.5,200.0,8.0,213.57,121.47,0,Normal,0
320.43,392.87,408.65,172.0,7.0,231.47,136.57,0,Normal,0
318.25,395.03,411.32,153.0,4.0,237.48,130.19,0,Normal,0
328.81,374.51,394.75,200.0,8.0,236.11,126.06,0,Normal,0
305.6,361.34,366.11,200.0,8.0,212.53,130.77,0,Normal,0
309.2,381.77,394.74,155.0,6.0,231.16,127.86,0,Normal,0
300.0,385.57,402.63,165.0,8.0,227.22,126.55,0,Normal,0
306.59,372.78,394.78,200.0,8.0,226.01,122.78,0,Normal,0
318.91,379.47,393.01,199.0,8.0,232.54,135.82,0,Normal,0
324.6,391.47,398.08,156.0,6.0,234.64,128.78,0,Normal,0
300.0,378.75,397.85,196.0,8.0,225.69,127.86,0,Normal,0
326.29,388.78,401.6,170.0,8.0,233.91,135.37,0,Normal,0
333.58,395.63,405.68,160.0,8.0,243.69,135.68,0,Moderate_Stress,0
319.45,382.54,395.42,164.0,5.0,233.52,130.81,0,Normal,0
341.4,403.08,418.16,156.0,6.0,244.11,131.23,2,Moderate_Stress,1
301.64,368.12,381.09,196.0,8.0,216.46,124.44,0,Normal,0
300.0,381.25,386.22,165.0,7.0,225.19,128.5,0,Normal,0
300.0,368.23,388.72,193.0,8.0,227.02,124.27,0,Normal,0
335.69,403.52,425.9,158.0,6.0,242.21,136.13,2,Moderate_Stress,1
323.07,388.61,407.86,160.0,6.0,237.57,134.18,0,Normal,0
312.42,363.65,373.96,200.0,6.0,232.24,130.93,0,Normal,0
317.45,393.9,408.89,159.0,8.0,240.2,128.14,0,Normal,0
300.0,364.22,380.19,200.0,7.0,221.59,132.82,0,Normal,0
349.94,420.62,439.62,103.0,4.0,248.3,141.67,3,Moderate_Stress,1
315.19,414.4,433.74,164.0,6.0,228.96,133.53,0,Moderate_Stress,0
314.89,385.11,397.44,155.0,8.0,230.58,133.83,0,Normal,0
324.14,385.24,401.65,159.0,4.0,231.68,139.05,0,Normal,0
320.47,384.27,402.56,166.0,6.0,234.19,126.99,0,Normal,0
316.61,395.58,418.86,164.0,6.0,234.66,131.19,0,Normal,0
301.39,367.73,387.26,193.0,8.0,221.03,119.66,0,Normal,0
320.32,373.99,393.93,200.0,8.0,219.71,130.84,0,Normal,0
341.48,421.89,438.31,90.0,3.0,244.91,139.32,1,Moderate_Stress,1
333.43,396.76,419.82,160.0,7.0,241.59,134.39,2,Moderate_Stress,1
337.15,426.45,444.5,109.0,4.0,258.92,136.07,2,Severe_Crisis,1
305.58,382.22,393.91,155.0,8.0,228.06,122.72,0,Normal,0
300.0,360.53,383.54,196.0,7.0,221.47,126.99,0,Normal,0
311.36,390.88,410.37,164.0,6.0,237.49,134.97,0,Normal,0
314.09,381.88,395.66,152.0,7.0,226.07,128.34,0,Normal,0
329.66,407.64,421.24,157.0,7.0,244.09,136.35,3,Moderate_Stress,1
300.0,369.85,387.33,200.0,6.0,219.39,122.09,0,Normal,0
336.19,398.16,416.47,157.0,6.0,244.57,136.43,2,Moderate_Stress,1
310.88,371.08,388.06,199.0,8.0,226.46,127.37,0,Normal,0
306.85,383.17,400.73,164.0,7.0,230.62,126.87,0,Normal,0
300.0,361.65,386.15,200.0,7.0,216.32,123.7,0,Normal,0
300.0,360.96,382.32,200.0,5.0,223.52,124.73,0,Normal,0
325.6,384.89,401.84,158.0,7.0,243.9,133.29,0,Normal,0
314.35,385.74,406.44,162.0,5.0,226.49,126.6,0,Normal,0
300.0,385.63,396.46,159.0,4.0,226.92,127.18,0,Normal,0
300.0,354.32,372.31,200.0,5.0,218.82,125.12,0,Normal,0
308.21,374.69,399.73,198.0,8.0,230.37,125.22,0,Normal,0
338.29,423.15,438.06,99.0,4.0,246.61,143.26,3,Moderate_Stress,1
309.36,374.96,386.72,195.0,8.0,212.59,126.15,0,Normal,0
300.0,369.52,382.26,200.0,8.0,229.78,124.76,0,Normal,0
309.56,365.37,375.93,196.0,8.0,227.25,124.85,0,Normal,0
309.16,379.82,391.89,194.0,8.0,219.7,134.56,0,Normal,0
300.0,363.13,377.28,200.0,7.0,217.71,127.78,0,Normal,0
312.44,389.16,398.13,161.0,6.0,240.18,127.78,0,Normal,0
309.79,388.13,404.21,164.0,5.0,238.69,133.41,0,Normal,0
323.69,418.14,438.65,158.0,6.0,249.43,135.78,2,Moderate_Stress,1
340.98,417.93,429.39,162.0,6.0,247.24,138.52,1,Moderate_Stress,1
330.15,402.93,426.53,163.0,7.0,241.12,133.59,4,Moderate_Stress,1
309.22,377.54,396.1,200.0,8.0,226.98,126.7,0,Normal,0
300.0,361.47,382.62,196.0,8.0,225.81,126.97,0,Normal,0
351.85,428.01,440.72,101.0,5.0,249.45,138.76,3,Moderate_Stress,1
314.14,378.31,398.58,200.0,8.0,224.86,135.21,0,Normal,0
313.46,382.16,392.7,160.0,6.0,235.15,126.24,0,Normal,0
312.89,393.0,413.45,150.0,5.0,233.55,135.65,0,Normal,0
316.22,373.59,390.45,200.0,8.0,234.54,129.27,0,Normal,0
311.08,389.15,407.91,171.0,6.0,228.71,131.29,0,Normal,0
304.65,383.51,393.64,158.0,8.0,228.53,131.36,0,Normal,0
305.05,369.62,381.15,196.0,8.0,219.42,125.64,0,Normal,0
312.76,358.45,377.44,200.0,7.0,221.7,130.16,0,Normal,0
305.1,364.79,376.04,200.0,8.0,214.95,118.93,0,Normal,0
302.56,380.91,399.23,166.0,7.0,225.04,126.13,0,Normal,0
314.85,381.84,391.01,154.0,6.0,223.08,127.45,0,Normal,0
309.43,365.85,386.09,200.0,7.0,227.05,124.05,0,Normal,0
335.81,401.13,410.97,163.0,8.0,244.79,134.65,4,Moderate_Stress,1
300.0,373.41,392.17,199.0,7.0,215.69,128.31,0,Normal,0
329.62,404.53,423.66,162.0,6.0,247.83,136.82,3,Moderate_Stress,1
331.94,399.34,411.86,165.0,7.0,252.3,135.26,1,Severe_Crisis,1
300.0,361.33,380.24,200.0,6.0,220.35,123.95,0,Normal,0
308.11,370.41,387.71,194.0,8.0,221.71,129.18,0,Normal,0
307.68,364.61,377.91,200.0,7.0,236.92,127.8,0,Normal,0
300.0,381.15,392.11,160.0,7.0,220.46,130.74,0,Normal,0
301.58,363.6,369.78,200.0,7.0,221.33,128.74,0,Normal,0
300.0,377.17,394.92,200.0,8.0,226.56,127.62,0,Normal,0
339.53,425.68,433.85,99.0,5.0,257.27,135.62,3,Severe_Crisis,1
327.29,406.36,422.84,166.0,7.0,243.13,132.58,4,Moderate_Stress,1
332.32,397.86,412.54,160.0,7.0,236.87,132.8,3,Moderate_Stress,1
324.08,396.72,416.12,154.0,6.0,232.56,132.15,0,Normal,0
300.0,364.76,379.25,198.0,7.0,219.61,127.09,0,Normal,0
305.38,362.15,376.51,200.0,8.0,216.45,128.98,0,Normal,0
320.59,391.92,411.58,166.0,6.0,235.18,131.94,0,Normal,0
300.0,353.21,370.88,200.0,7.0,214.45,125.18,0,Normal,0
323.94,404.41,421.99,156.0,7.0,232.51,134.28,0,Moderate_Stress,0
309.65,371.45,389.79,200.0,7.0,231.86,126.86,0,Normal,0
307.63,375.78,384.11,200.0,7.0,224.21,125.76,0,Normal,0
323.91,395.33,415.12,166.0,5.0,230.46,127.67,0,Normal,0
319.91,385.31,404.37,159.0,6.0,231.65,129.25,0,Normal,0
307.84,379.88,390.79,200.0,8.0,228.52,130.4,0,Normal,0
330.64,395.49,410.27,164.0,7.0,229.47,131.85,0,Moderate_Stress,0
300.0,373.71,389.52,200.0,8.0,226.11,126.47,0,Normal,0
322.49,377.4,392.73,200.0,8.0,225.0,132.33,0,Normal,0
322.15,391.73,409.4,164.0,6.0,243.74,133.87,0,Normal,0
308.61,394.29,417.44,158.0,6.0,235.99,127.29,0,Normal,0
318.14,375.86,397.27,197.0,8.0,226.83,133.11,0,Normal,0
300.0,358.22,367.66,200.0,8.0,215.3,129.02,0,Normal,0
327.11,401.32,420.43,165.0,7.0,239.01,130.62,0,Moderate_Stress,0
310.48,378.84,401.49,199.0,8.0,231.4,126.8,0,Normal,0
305.41,374.73,392.66,200.0,7.0,225.76,131.67,0,Normal,0
328.99,403.22,424.68,167.0,5.0,239.49,134.04,2,Moderate_Stress,1
302.68,374.43,400.5,195.0,8.0,225.53,121.0,0,Normal,0
300.0,376.1,397.22,196.0,8.0,222.26,123.22,0,Normal,0
300.0,369.1,386.34,199.0,8.0,221.12,125.97,0,Normal,0
322.34,388.28,409.5,162.0,6.0,223.59,128.5,0,Normal,0
300.0,371.73,388.45,197.0,8.0,228.62,125.74,0,Normal,0
339.57,429.51,445.63,107.0,4.0,253.39,138.8,1,Severe_Crisis,1
300.0,363.67,377.92,200.0,8.0,217.07,130.57,0,Normal,0
338.7,399.76,423.57,160.0,6.0,250.8,134.72,2,Severe_Crisis,1
316.42,394.95,406.86,153.0,6.0,235.6,134.99,0,Normal,0
311.8,377.37,401.03,193.0,8.0,222.91,133.61,0,Normal,0
305.08,349.11,367.61,200.0,8.0,221.14,129.79,0,Normal,0
319.24,395.6,404.6,149.0,7.0,237.95,133.11,0,Normal,0
312.69,374.24,392.07,200.0,8.0,229.14,123.25,0,Normal,0
329.8,398.36,403.86,159.0,6.0,236.91,135.5,0,Normal,0
314.96,385.53,404.66,176.0,8.0,233.83,133.75,0,Normal,0
315.5,384.74,405.16,172.0,8.0,230.1,130.37,0,Normal,0
307.8,381.06,394.1,159.0,7.0,231.36,134.32,0,Normal,0
312.4,374.9,391.52,199.0,8.0,217.82,131.74,0,Normal,0
317.87,390.68,416.45,165.0,7.0,231.79,133.27,0,Normal,0
300.0,362.4,375.88,200.0,8.0,229.1,129.31,0,Normal,0
300.0,372.39,383.09,192.0,8.0,220.15,128.05,0,Normal,0
324.4,399.21,422.62,151.0,6.0,235.23,125.92,0,Normal,0
315.81,373.83,399.64,197.0,8.0,225.41,128.07,0,Normal,0
310.49,387.92,403.94,163.0,3.0,225.45,133.77,0,Normal,0
313.53,375.2,396.25,200.0,8.0,216.63,126.94,0,Normal,0
318.46,394.31,417.02,165.0,6.0,234.2,131.34,0,Normal,0
305.15,374.6,386.89,194.0,8.0,226.47,124.91,0,Normal,0
301.58,385.19,398.77,148.0,6.0,228.52,133.92,0,Normal,0
316.19,381.38,403.54,164.0,5.0,229.65,135.42,0,Normal,0
300.0,361.51,385.93,196.0,8.0,220.39,123.31,0,Normal,0
319.37,387.09,405.9,150.0,5.0,238.12,131.87,0,Normal,0
300.0,361.97,373.57,200.0,8.0,219.39,123.97,0,Normal,0
328.69,405.99,431.93,164.0,7.0,238.61,136.56,3,Moderate_Stress,1
320.34,372.23,385.57,199.0,8.0,226.59,131.62,0,Normal,0
317.09,374.12,388.44,198.0,7.0,230.91,132.22,0,Normal,0
327.99,386.51,404.22,159.0,6.0,241.59,133.66,0,Normal,0
338.23,418.47,442.24,158.0,5.0,244.62,146.2,3,Moderate_Stress,1
328.47,414.84,435.11,153.0,7.0,245.03,132.48,4,Moderate_Stress,1
300.0,363.96,382.03,196.0,8.0,222.73,121.08,0,Normal,0
300.0,363.31,381.63,200.0,8.0,215.85,124.96,0,Normal,0
303.88,370.16,386.38,200.0,8.0,224.08,122.71,0,Normal,0
313.64,392.31,411.1,161.0,7.0,226.36,126.61,0,Normal,0
321.01,379.89,383.25,195.0,8.0,221.97,127.95,0,Normal,0
302.36,370.1,384.62,199.0,8.0,225.49,124.41,0,Normal,0
316.05,393.21,410.42,149.0,7.0,232.56,128.68,0,Normal,0
